,Category_0,Category_1,Category_2,Category_3,Category_4,Category_5,Rating,Reviews,Size,Installs,Free,Price,Avalible_age,Genres_0,Genres_1,Genres_2,Genres_3,Genres_4,Genres_5,Genres_6
1272,0,0,1,1,1,0,4.5,6238,3900000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1273,0,0,1,1,1,0,4.5,144040,55000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1274,0,0,1,1,1,0,4.8,51227,28000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1275,0,0,1,1,1,0,3.9,357417,28000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1276,0,0,1,1,1,0,4.6,199,8800000.0,50000,0,0.0,0,0,0,1,1,0,1,0
1277,0,0,1,1,1,0,4.5,827597,8800000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1278,0,0,1,1,1,0,4.5,9116,4000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1279,0,0,1,1,1,0,4.7,2071,6900000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1280,0,0,1,1,1,0,4.7,50294,11000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1281,0,0,1,1,1,0,4.4,708674,11000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1282,0,0,1,1,1,0,4.2,1140,5500000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1283,0,0,1,1,1,0,3.9,232153,5500000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1284,0,0,1,1,1,0,4.2,14709,15000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1285,0,0,1,1,1,0,4.4,12029,4300000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1286,0,0,1,1,1,0,4.6,1873516,4300000.0,50000000,0,0.0,0,0,0,1,1,0,1,0
1287,0,0,1,1,1,0,4.6,2880,7100000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1288,0,0,1,1,1,0,4.2,270267,58000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1289,0,0,1,1,1,0,4.5,559186,58000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1290,0,0,1,1,1,0,4.7,77777,58000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1291,0,0,1,1,1,0,4.5,8642,18000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1292,0,0,1,1,1,0,4.5,501144,18000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1293,0,0,1,1,1,0,3.7,1861,1500000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1294,0,0,1,1,1,0,4.5,1203,6500000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1295,0,0,1,1,1,0,4.6,299,11000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1296,0,0,1,1,1,0,4.6,115721,67000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1297,0,0,1,1,1,0,4.7,14810,67000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1298,0,0,1,1,1,0,4.5,183662,57000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1299,0,0,1,1,1,0,4.5,27393,59000000.0,1000000,0,0.0,2,0,0,1,1,0,1,0
1300,0,0,1,1,1,0,4.6,10445,48000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1301,0,0,1,1,1,0,4.0,49479,57000000.0,1000000,0,0.0,1,0,0,1,1,0,1,0
1302,0,0,1,1,1,0,4.3,4848,13000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1303,0,0,1,1,1,0,4.4,20812,13000000.0,1000000,0,0.0,1,0,0,1,1,0,1,0
1304,0,0,1,1,1,0,4.5,328469,13000000.0,10000000,0,0.0,1,0,0,1,1,0,1,0
1305,0,0,1,1,1,0,4.2,100406,13000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1306,0,0,1,1,1,0,4.6,205299,31000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1307,0,0,1,1,1,0,4.9,66791,10000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1308,0,0,1,1,1,0,4.5,183669,57000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1309,0,0,1,1,1,0,4.5,399009,57000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1310,0,0,1,1,1,0,4.6,5420,21000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1311,0,0,1,1,1,0,4.5,130104,25000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1312,0,0,1,1,1,0,4.6,251534,93000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1313,0,0,1,1,1,0,4.6,28951,60000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1314,0,0,1,1,1,0,4.5,60096,27000000.0,5000000,0,0.0,1,0,0,1,1,0,1,0
1315,0,0,1,1,1,0,4.5,106547,54000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1316,0,0,1,1,1,0,4.4,134195,54000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1317,0,0,1,1,1,0,3.9,249855,54000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1318,0,0,1,1,1,0,4.5,27396,59000000.0,1000000,0,0.0,2,0,0,1,1,0,1,0
1319,0,0,1,1,1,0,4.4,708710,59000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1320,0,0,1,1,1,0,4.6,109756,78000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1321,0,0,1,1,1,0,4.4,38343,55000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1322,0,0,1,1,1,0,4.5,190247,55000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1323,0,0,1,1,1,0,4.5,827651,55000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1324,0,0,1,1,1,0,4.6,115721,67000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1325,0,0,1,1,1,0,4.5,75571,67000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1326,0,0,1,1,1,0,4.4,70769,35000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1327,0,0,1,1,1,0,4.4,2107,35000000.0,100000,1,2.99,0,0,0,1,1,0,1,0
1328,0,0,1,1,1,0,4.4,26540,43000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1329,0,0,1,1,1,0,4.2,1608,39000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1330,0,0,1,1,1,0,4.5,19074,4200000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1331,0,0,1,1,1,0,4.5,7976,44000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1332,0,0,1,1,1,0,4.4,7586,45000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1333,0,0,1,1,1,0,4.3,2885,45000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1334,0,0,1,1,1,0,4.6,48226,28000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1335,0,0,1,1,1,0,4.6,1026,29000000.0,10000,1,3.99,0,0,0,1,1,0,1,0
1336,0,0,1,1,1,0,4.9,28945,12000000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1337,0,0,1,1,1,0,4.4,11506,15000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1338,0,0,1,1,1,0,4.3,1288,31000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1339,0,0,1,1,1,0,4.1,6826,31000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1340,0,0,1,1,1,0,4.6,111450,31000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1341,0,0,1,1,1,0,4.8,19543,31000000.0,100000,1,2.99,0,0,0,1,1,0,1,0
1342,0,0,1,1,1,0,4.5,233243,31000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1343,0,0,1,1,1,0,4.7,11689,20000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1344,0,0,1,1,1,0,4.6,77563,39000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1345,0,0,1,1,1,0,4.3,5499,94000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1346,0,0,1,1,1,0,4.4,70769,35000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1347,0,0,1,1,1,0,4.4,2107,35000000.0,100000,1,2.99,0,0,0,1,1,0,1,0
1348,0,0,1,1,1,0,4.6,48286,35000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1349,0,0,1,1,1,0,4.3,26652,41000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1350,0,0,1,1,1,0,4.6,71269,49000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1351,0,0,1,1,1,0,4.6,20301,22000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1352,0,0,1,1,1,0,4.5,93691,22000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1353,0,0,1,1,1,0,4.6,56145,23000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1354,0,0,1,1,1,0,4.6,20326,28000000.0,1000000,0,0.0,1,0,0,1,1,0,1,0
1355,0,0,1,1,1,0,4.5,12955,7200000.0,1000000,0,0.0,1,0,0,1,1,0,1,0
1356,0,0,1,1,1,0,4.1,2681,6500000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1357,0,0,1,1,1,0,4.5,325738,6500000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1358,0,0,1,1,1,0,4.6,4102,24000000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1359,0,0,1,1,1,0,4.5,40296,24000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1360,0,0,1,1,1,0,4.8,4559407,24000000.0,100000000,0,0.0,0,0,0,1,1,0,1,0
1361,0,0,1,1,1,0,4.8,570242,20000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1362,0,0,1,1,1,0,4.6,1873523,20000000.0,50000000,0,0.0,0,0,0,1,1,0,1,0
1363,0,0,1,1,1,0,4.5,121838,15000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1364,0,0,1,1,1,0,4.1,62616,15000000.0,5000000,0,0.0,1,0,0,1,1,0,1,0
1365,0,0,1,1,1,0,4.4,12858,55000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1366,0,0,1,1,1,0,4.2,34356,55000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1367,0,0,1,1,1,0,4.5,50679,38000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1368,0,0,1,1,1,0,4.3,16943,32000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1369,0,0,1,1,1,0,4.6,524299,32000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1370,0,0,1,1,1,0,4.0,267,32000000.0,50000,0,0.0,1,0,0,1,1,0,1,0
1371,0,0,1,1,1,0,4.6,623,40000000.0,50000,0,0.0,1,0,0,1,1,0,1,0
1372,0,0,1,1,1,0,4.5,27396,59000000.0,1000000,0,0.0,2,0,0,1,1,0,1,0
1373,0,0,1,1,1,0,4.4,708710,59000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1374,0,0,1,1,1,0,4.5,75571,59000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1375,0,0,1,1,1,0,4.6,117176,59000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1376,0,0,1,1,1,0,4.4,70416,23000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1377,0,0,1,1,1,0,4.7,15674,6100000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1378,0,0,1,1,1,0,4.4,14402,6100000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1379,0,0,1,1,1,0,4.2,270294,58000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1380,0,0,1,1,1,0,4.5,144050,55000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1381,0,0,1,1,1,0,4.2,100406,55000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1382,0,0,1,1,1,0,4.4,141163,55000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1383,0,0,1,1,1,0,4.5,183669,57000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1384,0,0,1,1,1,0,4.6,251534,93000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1385,0,0,1,1,1,0,4.6,28951,60000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1386,0,0,1,1,1,0,4.6,1873520,60000000.0,50000000,0,0.0,0,0,0,1,1,0,1,0
1387,0,0,1,1,1,0,4.5,559262,60000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1388,0,0,1,1,1,0,4.5,501144,60000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1389,0,0,1,1,1,0,4.4,708753,60000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1390,0,0,1,1,1,0,4.4,69395,60000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1391,0,0,1,1,1,0,4.5,827653,60000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1392,0,0,1,1,1,0,4.5,27439,19000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1393,0,0,1,1,1,0,4.0,2490,3800000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1394,0,0,1,1,1,0,4.6,24094,18000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1395,0,0,1,1,1,0,4.1,18539,57000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1396,0,0,1,1,1,0,4.0,3061,5500000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1397,0,0,1,1,1,0,4.4,229210,5500000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1398,0,0,1,1,1,0,4.4,20547,5700000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1399,0,0,1,1,1,0,4.1,3405,51000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1400,0,0,1,1,1,0,3.5,217,9400000.0,50000,0,0.0,1,0,0,1,1,0,1,0
1401,0,0,1,1,1,0,4.3,7895,3300000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1402,0,0,1,1,1,0,4.5,32606,3300000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1403,0,0,1,1,1,0,4.2,1324,4000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1404,0,0,1,1,1,0,4.6,1873520,4000000.0,50000000,0,0.0,0,0,0,1,1,0,1,0
1405,0,0,1,1,1,0,4.4,69395,4000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1406,0,0,1,1,1,0,4.5,27439,19000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1407,0,0,1,1,1,0,4.0,2490,3800000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1408,0,0,1,1,1,0,4.5,126017,4300000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1409,0,0,1,1,1,0,4.6,24094,18000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1410,0,0,1,1,1,0,4.4,20547,5700000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1411,0,0,1,1,1,0,4.4,229214,5700000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1412,0,0,1,1,1,0,4.1,2469,3600000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1413,0,0,1,1,1,0,4.0,3061,5500000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1414,0,0,1,1,1,0,4.1,18539,57000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1415,0,0,1,1,1,0,4.1,3405,51000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1416,0,0,1,1,1,0,4.2,270294,58000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1417,0,0,1,1,1,0,4.5,32606,58000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1418,0,0,1,1,1,0,3.5,217,9400000.0,50000,0,0.0,1,0,0,1,1,0,1,0
1419,0,0,1,1,1,0,4.3,7895,3300000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1420,0,0,1,1,1,0,4.2,1324,4000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1421,0,0,1,1,1,0,4.6,1873523,4000000.0,50000000,0,0.0,0,0,0,1,1,0,1,0
1422,0,0,1,1,1,0,4.4,69395,4000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1423,0,0,1,1,1,0,4.5,14394,9900000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1424,0,0,1,1,1,0,4.4,26540,43000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1425,0,0,1,1,1,0,3.7,1812,37000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1426,0,0,1,1,1,0,4.3,13724,37000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1427,0,0,1,1,1,0,4.5,10253,37000000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1428,0,0,1,1,1,0,4.6,4642,40000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1429,0,0,1,1,1,0,4.7,16570,73000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1430,0,0,1,1,1,0,4.6,48226,28000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1431,0,0,1,1,1,0,4.6,20161,28000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1432,0,0,1,1,1,0,4.0,2894,23000000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1433,0,0,1,1,1,0,4.4,5038,10000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1434,0,0,1,1,1,0,4.4,11506,15000000.0,100000,0,0.0,0,0,0,1,1,0,1,0
1435,0,0,1,1,1,0,4.8,31665,8400000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1436,0,0,1,1,1,0,4.6,205299,31000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1437,0,0,1,1,1,0,4.2,13799,31000000.0,500000,0,0.0,1,0,0,1,1,0,1,0
1438,0,0,1,1,1,0,4.6,111455,31000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1439,0,0,1,1,1,0,4.1,111462,31000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1440,0,0,1,1,1,0,4.4,57634,41000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1441,0,0,1,1,1,0,4.5,233243,41000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1442,0,0,1,1,1,0,4.3,8576,41000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
1443,0,0,1,1,1,0,4.7,11689,20000000.0,500000,0,0.0,0,0,0,1,1,0,1,0
1444,0,0,1,1,1,0,4.6,77563,39000000.0,10000000,0,0.0,0,0,0,1,1,0,1,0
1445,0,0,1,1,1,0,4.4,70769,35000000.0,5000000,0,0.0,0,0,0,1,1,0,1,0
1446,0,0,1,1,1,1,4.5,417907,34000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1447,0,0,1,1,1,1,4.8,3167,7500000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1448,0,0,1,1,1,1,4.2,27386,7500000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1449,0,0,1,1,1,1,4.5,162243,12000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1450,0,0,1,1,1,1,4.1,65913,7700000.0,5000000,0,0.0,0,0,0,1,1,0,1,1
1451,0,0,1,1,1,1,4.1,24977,21000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1452,0,0,1,1,1,1,4.0,6000,18000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1453,0,0,1,1,1,1,4.3,37711,40000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1454,0,0,1,1,1,1,4.5,175293,40000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1456,0,0,1,1,1,1,4.6,353799,40000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1457,0,0,1,1,1,1,3.7,2758,8600000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1458,0,0,1,1,1,1,3.7,1437,8600000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1459,0,0,1,1,1,1,4.2,7573,18000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1460,0,0,1,1,1,1,4.5,8481,7500000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1461,0,0,1,1,1,1,4.3,10054,9100000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1462,0,0,1,1,1,1,3.9,10117,13000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1463,0,0,1,1,1,1,4.6,39189,13000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1464,0,0,1,1,1,1,4.3,3522,15000000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1465,0,0,1,1,1,1,4.4,71419,15000000.0,5000000,0,0.0,0,0,0,1,1,0,1,1
1466,0,0,1,1,1,1,4.6,36857,19000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1467,0,0,1,1,1,1,4.5,39123,19000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1468,0,0,1,1,1,1,3.8,14653,19000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1470,0,0,1,1,1,1,4.4,23013,26000000.0,5000000,0,0.0,0,0,0,1,1,0,1,1
1471,0,0,1,1,1,1,4.7,114,8300000.000000001,10000,0,0.0,1,0,0,1,1,0,1,1
1472,0,0,1,1,1,1,3.4,287,27000000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1473,0,0,1,1,1,1,4.3,4435,7900000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1474,0,0,1,1,1,1,4.3,43800,7900000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1475,0,0,1,1,1,1,4.0,4281,27000000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1476,0,0,1,1,1,1,4.0,7508,5100000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1477,0,0,1,1,1,1,3.8,491,15000000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1479,0,0,1,1,1,1,4.3,22584,16000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1480,0,0,1,1,1,1,3.6,4087,9200000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1481,0,0,1,1,1,1,3.8,2496,9200000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1482,0,0,1,1,1,1,4.5,103305,9200000.0,5000000,0,0.0,0,0,0,1,1,0,1,1
1483,0,0,1,1,1,1,4.6,2669,10000000.0,500000,0,0.0,1,0,0,1,1,0,1,1
1485,0,0,1,1,1,1,4.5,7619,13000000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1486,0,0,1,1,1,1,4.7,126,1900000.0,10000,0,0.0,0,0,0,1,1,0,1,1
1487,0,0,1,1,1,1,4.3,273,7000000.0,50000,0,0.0,0,0,0,1,1,0,1,1
1488,0,0,1,1,1,1,3.7,2248,15000000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1490,0,0,1,1,1,1,4.2,809,7800000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1491,0,0,1,1,1,1,3.4,3280,77000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1492,0,0,1,1,1,1,3.9,1478,5700000.0,100000,0,0.0,0,0,0,1,1,0,1,1
1493,0,0,1,1,1,1,4.0,2382,5900000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1494,0,0,1,1,1,1,4.0,4450,7600000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1495,0,0,1,1,1,1,4.0,515,5800000.0,50000,0,0.0,0,0,0,1,1,0,1,1
1496,0,0,1,1,1,1,4.6,353800,5800000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1497,0,0,1,1,1,1,4.0,4465,5800000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1498,0,0,1,1,1,1,4.1,2427,5300000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1499,0,0,1,1,1,1,3.9,6631,5500000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1500,0,0,1,1,1,1,4.4,11200,25000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1501,0,0,1,1,1,1,4.4,6896,35000000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1502,0,0,1,1,1,1,4.3,4435,7900000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1503,0,0,1,1,1,1,4.6,36857,19000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1504,0,0,1,1,1,1,4.5,8481,7500000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1505,0,0,1,1,1,1,4.5,162243,12000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1506,0,0,1,1,1,1,4.5,175293,12000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1507,0,0,1,1,1,1,4.5,417907,34000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1508,0,0,1,1,1,1,4.3,3834,30000000.0,500000,0,0.0,0,0,0,1,1,0,1,1
1509,0,0,1,1,1,1,4.2,27387,30000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1510,0,0,1,1,1,1,4.4,71421,30000000.0,5000000,0,0.0,0,0,0,1,1,0,1,1
1511,0,0,1,1,1,1,4.3,22584,16000000.0,1000000,0,0.0,0,0,0,1,1,0,1,1
1512,0,0,1,1,1,1,4.6,353813,16000000.0,10000000,0,0.0,0,0,0,1,1,0,1,1
1513,0,0,1,1,1,1,4.1,81,16000000.0,50000,0,0.0,0,0,0,1,1,0,1,1
1514,0,1,0,0,0,0,3.9,2087,16000000.0,50000,0,0.0,0,0,0,1,1,1,0,0
1515,0,1,0,0,0,0,4.4,58,15000000.0,10000,0,0.0,0,0,0,1,1,1,0,0
1516,0,1,0,0,0,0,4.6,3014,21000000.0,100000,0,0.0,0,0,0,1,1,1,0,0
1518,0,1,0,0,0,0,4.1,923,4300000.0,100000,0,0.0,0,0,0,1,1,1,0,0
1521,0,1,0,0,0,0,3.8,67007,232000.0,5000000,0,0.0,0,0,0,1,1,1,0,0
1522,0,1,0,0,0,0,4.6,539,99000000.0,50000,0,0.0,0,0,0,1,1,1,0,0
1523,0,1,0,0,0,0,3.5,126862,624000.0,10000000,0,0.0,0,0,0,1,1,1,0,0
1524,0,1,0,0,0,0,4.7,48,6900000.0,1000,0,0.0,0,0,0,1,1,1,0,0
1525,0,1,0,0,0,0,4.3,1465,7000000.0,100000,0,0.0,0,0,0,1,1,1,0,0
1526,0,1,0,0,0,0,4.5,929,7000000.0,50000,0,0.0,0,0,0,1,1,1,0,0
1527,0,1,0,0,0,0,4.4,783,6400000.0,100000,0,0.0,0,0,0,1,1,1,0,0
1528,0,1,0,0,0,0,3.4,2907,6400000.0,50000,0,0.0,0,0,0,1,1,1,0,0
1529,0,1,0,0,0,0,4.3,434,16000000.0,100000,0,0.0,0,0,0,1,1,1,0,0
1531,0,1,0,0,0,0,4.3,411,95000000.0,50000,0,0.0,0,0,0,1,1,1,0,0
1532,0,1,0,0,0,0,4.6,237,8500.0,50000,0,0.0,0,0,0,1,1,1,0,0
1533,0,1,0,0,0,0,4.6,2580,20000000.0,100000,0,0.0,0,0,0,1,1,1,0,0
1535,0,1,0,0,0,0,4.2,130272,50000000.0,10000000,0,0.0,0,0,0,1,1,1,0,0
1538,0,1,0,0,0,0,4.6,130,12000000.0,10000,0,0.0,0,0,0,1,1,1,0,0
1541,0,1,0,0,0,0,4.4,7396,22000000.0,500000,0,0.0,0,0,0,1,1,1,0,0
1542,0,1,0,0,0,0,3.9,58055,41000.0,5000000,0,0.0,0,0,0,1,1,1,0,0
1543,0,1,0,0,0,0,4.5,1703,22000000.0,100000,0,0.0,0,0,0,1,1,1,0,0
1544,0,1,0,0,0,0,3.8,7750,292000.0,1000000,0,0.0,0,0,0,1,1,1,0,0
